region_id;annee;nb_places;nb_installations;nb_usagers;tx_occupation;nb_etc_ri_avq;nb_etc_ri_avd;nb_etc_sad_inf;nb_etc_sad_avq;nb_etc_sad_avd;heures_tot_trav_ri_avq;heures_tot_trav_ri_avd;heures_tot_trav_sad_inf;heures_tot_trav_sad_avq;heures_tot_trav_sad_avd;iso_smaf1;iso_smaf2;iso_smaf3;iso_smaf4;iso_smaf5;iso_smaf6;iso_smaf7;iso_smaf8;iso_smaf9;iso_smaf10;iso_smaf11;iso_smaf12;iso_smaf13;iso_smaf14;nb_en_attente;duree_attente;iso_smaf_attente1;iso_smaf_attente2;iso_smaf_attente3;iso_smaf_attente4;iso_smaf_attente5;iso_smaf_attente6;iso_smaf_attente7;iso_smaf_attente8;iso_smaf_attente9;iso_smaf_attente10;iso_smaf_attente11;iso_smaf_attente12;iso_smaf_attente13;iso_smaf_attente14;sans_iso_smaf_attente;age_en_attente0_64;age_en_attente65_74;age_en_attente75_84;age_en_attente85_94;age_en_attente95_plus;cout_place_var1;cout_place_var2;cout_place_var3;cout_place_var4;cout_place_var5;cout_place_var6;cout_place_var7;cout_place_var8;cout_place_var9;cout_place_var10;cout_place_var11;cout_place_var12;cout_place_var13;cout_place_var14;cout_place_fixe;cah
1;2015;0;0.0;736.0;0.0;331.2;147.2;11.58431;0.992103;0.0008783;578275.3;257011.2;16229.59;1428.183;1.264399;0.016418;0.001585;0.022532;0.012568;0.078125;0.060349;0.169044;0.105865;0.176178;0.141418;0.065331;0.087296;0.030231;0.033062;40;115.815;0.0;0.0;0.0;0.0;0.05;0.0;0.425;0.225;0.15;0.1;0.0;0.05;0.0;0.0;0.0;0.1;0.1;0.3;0.45;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;2016;0;0.0;741.75;0.0;333.7875;148.35;12.16817;0.822803;0.0;582793.0;259019.1;17563.4;1247.548;0.0;0.010785;0.009662;0.01438;0.005954;0.064712;0.050893;0.143804;0.10819;0.184361;0.170093;0.069655;0.101786;0.023593;0.04213;22;170.3636;0.0;0.0;0.0;0.0;0.0;0.0;0.227273;0.136364;0.272727;0.181818;0.090909;0.090909;0.0;0.0;0.0;0.0;0.0909091;0.4090909;0.4545455;0.0454545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;2017;0;0.0;730.9167;0.0;328.9125;146.1833;18.97433;1.492836;0.0;574281.3;255236.1;26954.32;2171.799;0.0;0.012769;0.003534;0.01562;0.012085;0.057348;0.043667;0.1546;0.076502;0.193022;0.189146;0.070345;0.105689;0.023829;0.041842;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;2018;0;0.0;720.8333;0.0;324.375;144.1667;16.38424;2.915857;0.0;566358.8;251715.0;23823.85;4346.474;0.0;0.019769;0.005202;0.021503;0.011445;0.060116;0.039422;0.184624;0.08104;0.174913;0.166705;0.067514;0.102543;0.025665;0.039538;15;64.50667;0.0;0.0;0.0;0.0;0.0;0.0;0.066667;0.266667;0.266667;0.4;0.0;0.0;0.0;0.0;0.0;0.0666667;0.1333333;0.1333333;0.6;0.0666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;2019;787;150.5833;733.5;1.077093;330.075;146.7;15.65655;23.42873;0.0;576311.0;256138.2;23440.61;35816.2;0.0;0.027153;0.011702;0.020223;0.0192;0.076574;0.033856;0.155192;0.116564;0.162463;0.169621;0.062827;0.090548;0.0217;0.032379;57;151.8912;0.0;0.0;0.0;0.0;0.0;0.0;0.192982;0.22807;0.280702;0.263158;0.017544;0.017544;0.0;0.0;0.0;0.0701754;0.1754386;0.1929825;0.5263158;0.0350877;14647.575;14647.575;14647.575;14647.575;14647.575;14647.575;17365.802;17365.802;20121.542;20121.542;22803.917;22803.917;22803.917;26058.806;48996.0;11841.0
2;2015;0;0.0;634.0;0.0;285.3;126.8;9.212862;0.0559524;0.0150761;498133.8;221392.8;13017.33;80.13891;21.59303;0.009464;0.002234;0.015904;0.016824;0.126577;0.068349;0.233833;0.184148;0.132361;0.09214;0.020505;0.048107;0.023002;0.026551;105;290.4114;0.019048;0.0;0.019048;0.028571;0.095238;0.066667;0.352381;0.295238;0.057143;0.028571;0.0;0.009524;0.0;0.0;0.028571;0.0952381;0.1428571;0.3333333;0.3714286;0.0571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2016;0;0.0;647.25;0.0;291.2625;129.45;10.64538;0.0160528;0.0003409;508544.3;226019.7;15202.05;23.54333;0.5;0.015579;0.00206;0.022531;0.022917;0.115875;0.063087;0.241406;0.147161;0.124501;0.118321;0.02781;0.058066;0.021759;0.018926;131;365.342;0.007634;0.0;0.007634;0.015267;0.099237;0.061069;0.366412;0.259542;0.10687;0.030534;0.0;0.007634;0.0;0.0;0.038168;0.0992366;0.0992366;0.3587786;0.3816794;0.0610687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2017;0;0.0;649.0;0.0;292.05;129.8;12.08956;0.1245681;0.0;509919.3;226630.8;16681.21;173.5625;0.0;0.014766;0.007704;0.026836;0.010015;0.097201;0.045326;0.235876;0.162173;0.13508;0.112738;0.0434;0.064715;0.020159;0.024011;88;367.4841;0.011364;0.0;0.0;0.0;0.090909;0.022727;0.454545;0.284091;0.102273;0.022727;0.0;0.0;0.0;0.0;0.011364;0.1363636;0.1136364;0.2840909;0.4090909;0.0568182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2018;0;0.0;647.6667;0.0;291.45;129.5333;10.81696;0.0034204;0.0;508871.7;226165.2;14477.41;4.929167;0.0;0.016598;0.007205;0.014668;0.011323;0.142048;0.038343;0.220021;0.165852;0.122362;0.102934;0.035383;0.072568;0.028049;0.022645;35;211.8971;0.0;0.0;0.0;0.0;0.028571;0.028571;0.257143;0.371429;0.228571;0.057143;0.028571;0.0;0.0;0.0;0.0;0.0285714;0.0285714;0.3714286;0.5142857;0.0571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2019;709;65.25;639.75;0.9520089;287.8875;127.95;9.828087;0.0011157;0.0002263;502651.6;223400.7;13069.72;1.643333;0.3333333;0.011463;0.005992;0.016152;0.005341;0.112544;0.031132;0.240589;0.162303;0.155529;0.104598;0.044028;0.073336;0.02019;0.016803;68;171.0794;0.0;0.0;0.0;0.0;0.0;0.014706;0.485294;0.294118;0.161765;0.044118;0.0;0.0;0.0;0.0;0.0;0.0147059;0.1176471;0.4411765;0.3676471;0.0588235;14362.195;14362.195;14362.195;14362.195;14362.195;14362.195;17102.967;17102.967;20031.263;20031.263;22769.949;22769.949;22769.949;26629.785;48996.0;11841.0
3;2015;0;0.0;1593.417;0.0;717.0375;318.6833;7.760426;0.0431748;0.004229;1251947.0;556421.1;10850.14;58.6479;5.744632;0.032582;0.018514;0.078918;0.025626;0.176769;0.101773;0.157837;0.104231;0.077088;0.092516;0.025469;0.052612;0.022593;0.033471;300;507.8453;0.0;0.0;0.003333;0.01;0.063333;0.136667;0.27;0.373333;0.123333;0.013333;0.0;0.0;0.006667;0.0;0.0;0.09;0.1366667;0.3;0.3966667;0.0766667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;2016;0;0.0;1716.083;0.0;772.2375;343.2167;39.76868;0.0860247;0.0261055;1348327.0;599256.3;54893.52;119.4556;36.25056;0.030739;0.017967;0.070364;0.020298;0.17943;0.086;0.166124;0.126791;0.08668;0.075657;0.020929;0.053708;0.028019;0.037294;287;314.3665;0.0;0.0;0.0;0.0;0.038328;0.108014;0.320558;0.358885;0.163763;0.010453;0.0;0.0;0.0;0.0;0.0;0.0557491;0.1428571;0.3275261;0.4320557;0.0418118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;2017;0;0.0;1747.333;0.0;786.3;349.4667;42.42022;0.5773808;0.0599268;1372880.0;610168.8;59488.3;817.419;84.84058;0.026135;0.011684;0.074018;0.017312;0.168256;0.088277;0.147272;0.134395;0.094239;0.090233;0.023369;0.053224;0.025658;0.045927;216;281.3898;0.0;0.0;0.0;0.00463;0.027778;0.092593;0.310185;0.365741;0.199074;0.0;0.0;0.0;0.0;0.0;0.0;0.0509259;0.1064815;0.3611111;0.4305556;0.0509259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
