Feedback ID;Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3
1;14;Operations;Positive;"""Although the system is old, it’s well-documented, so troubleshooting and training new employees is easier."""
2;15;Operations;Positive;"""The step-by-step training guides for warehouse management software have helped streamline our workflow."""
3;6;Operations;Negative;"""Training sessions on inventory management software are outdated and don’t cover the latest system updates."""
4;6;Operations;Negative;"""The VPN connection is unreliable and slows down my work when I need remote access to company resources."""
5;3;Finance;Positive;"""Whenever I need help, I get a response that’s not only fast but also well-explained."""
6;9;Customer Support;Positive;"""The email filtering system does a great job at blocking phishing attempts, reducing the risk of scams."""
7;2;HR;Negative;"""The HR software training felt rushed, and there weren’t enough practical exercises to get comfortable with the system."""
8;1;IT;Positive;"""The IT onboarding training was very comprehensive, making it easy to understand company systems from day one."""
9;8;Sales;Negative;"""The sales analytics platform is too complex, and the training barely covered how to generate useful reports."""
10;5;Operations;Positive;"""Support has been really helpful, especially when dealing with system access problems."""
11;13;Sales;Negative;"""We are falling behind competitors because our analytics tools are outdated and lack AI-driven insights."""
12;5;Operations;Negative;"""Inventory management is frustrating because the system is outdated and doesn’t sync properly across locations."""
13;13;IT;Positive;"""The self-paced learning options for coding and scripting tools are very useful for professional development."""
14;9;Legal;Positive;"""Although some tools are old, they comply with legal requirements and have been adapted well to our needs."""
15;4;Marketing;Negative;"""We are still using outdated CRM software that lacks automation features, making our workflow inefficient."""
16;7;Customer Support;Negative;"""The ticketing system is clunky and slow, making it difficult to manage customer inquiries efficiently."""
17;2;HR;Negative;"""The password change policy is too frequent, making it hard to remember new passwords. Many employees end up writing them down."""
18;7;Legal;Positive;"""I appreciate the strict compliance with data privacy regulations. It makes us feel secure about handling client data."""
19;8;Sales;Negative;"""Too many security pop-ups and warnings disrupt my workflow, making it frustrating to complete daily tasks."""
20;1;IT;Positive;"""The IT team responds quickly and provides clear instructions, making problem-solving easy."""
21;10;IT;Negative;"""Upgrading outdated infrastructure is long overdue—performance issues are becoming more frequent."""
22;2;HR;Negative;"""It’s frustrating when urgent system issues take days to get resolved, especially when workflows are blocked."""
23;10;Finance;Negative;"""The IT team seems overloaded—responses are slow, and sometimes there’s no real follow-up on reported problems."""
24;10;R&D;Negative;"""No proper documentation or training is available for the internal collaboration tools, causing confusion among teams."""
25;7;Legal;Positive;"""The cybersecurity training was very insightful and provided clear steps to follow for compliance."""
26;1;IT;Negative;"""Many of our internal systems feel outdated, making it hard to integrate new tools effectively."""
27;5;IT;Positive;"""Regular cybersecurity training sessions are very informative and help us stay aware of phishing threats."""
28;3;Finance;Positive;"""The recent Excel automation training was incredibly helpful and has improved our efficiency in handling financial reports."""
29;9;Customer Support;Positive;"""The ticketing system training was well-structured, making it easier to handle customer queries efficiently."""
30;6;Sales;Positive;"""Despite being older, the sales database is well-maintained and easy to navigate compared to some newer platforms."""
31;5;IT;Positive;"""The company provides excellent training resources, including video tutorials and hands-on labs, for all IT systems."""
32;12;Finance;Negative;"""Lack of modern accounting software makes reporting and reconciliation more time-consuming than it should be."""
33;12;Marketing;Negative;"""Training on digital marketing tools is inconsistent—some employees receive thorough training while others don’t."""
34;2;HR;Negative;"""The HR software is slow and crashes frequently, making simple tasks like payroll processing a hassle."""
35;7;Customer Support;Positive;"""Even outside of normal hours, IT support has been available when I needed urgent assistance."""
36;3;Finance;Positive;"""Even though some tools are older, they are stable and reliable, which is crucial for financial accuracy."""
37;4;Marketing;Negative;"""Access restrictions to cloud storage are too strict, making it difficult to collaborate with external agencies."""
38;11;Finance;Positive;"""The company regularly updates training materials for accounting software, keeping us up to date with new features."""
39;9;Legal;Positive;"""It’s great when support actually takes the time to understand the issue instead of just giving a generic response."""
40;1;IT;Positive;"""The recent multi-factor authentication (MFA) implementation has significantly improved security without causing major workflow disruptions."""
41;11;HR;Negative;"""The company still uses paper-based processes for some HR tasks because the digital tools don’t fully support automation."""
42;8;R&D;Negative;"""Quick fixes are handled well, but complex problems seem to get stuck in the queue forever."""
43;4;Marketing;Negative;"""Sometimes I feel like the same technical issue keeps coming back even after it’s supposedly fixed."""
44;10;R&D;Negative;"""Accessing secure research databases is cumbersome due to multiple authentication steps, slowing down innovation."""
45;6;Sales;Negative;"""It’s hard to know when IT will get back to me, and I often have to follow up multiple times."""
46;8;R&D;Negative;"""We struggle with innovation when the software we rely on is years behind current industry standards."""
47;3;Finance;Positive;"""Encryption of sensitive financial data is well-handled, and I feel confident in our data protection measures."""
48;15;Marketing;Negative;"""Running campaigns with outdated software is frustrating—it lacks integrations with modern digital platforms."""
49;4;Marketing;Negative;"""There is little to no training on the new CRM system, and we’re expected to figure things out on our own."""
50;14;HR;Negative;"""The LMS platform used for training is outdated and difficult to navigate, making learning frustrating."""
